# Atomic Line List version: 3.00b3   Constructed: 2021-05-04 10:19 GMT
# Wavelength range: 3800 - 9000   Unit: Angstrom   Type: Air
# Radial velocity: 0 km/s
# Wavelength accuracy upper limit: 5%
# Element/Spectrum: H  I, He I-II, O I-IV, C I-IV, N I-V, Si I-IV, Mg I-IV, S I-IV (missing Ne I-IV, Ar I-IV)
# Minimum line strength: no restrictions
# Include lines without atomic data: true
# Minimum abundance: no minimum
# Lower level energy range: no restrictions   Unit: cm^-1
# Upper level energy range: no restrictions
# Maximum for principal quantum number n: 4 (+ no restrictions for H I, + some He n>4 at the bottom, + n5-12 with -log(gf) > 0 for the above elements)
# Transition types included: Nebular (E1,E2)
# Transitions from auto-ionizing levels: included
# Comment code: A-> activity, D -> diagnostic line (global), V -> vsini, Q -> affected by wind, Teff -> used for determination of Teff, RV_O/B/A -> good for RV determination

wl_air	   , dlamb  , spc   , tt, configuration                              , term               , J_i-J_k          , -lg(gf), tpf, level_energy(cm-1)     , ref    ,  name, comment
6725.52    , 4.0e-02, S II  , E1,       3s2.3p2.(3P).4p-3s.3p4               ,       2Do-2P       ,    3/2 - 3/2     , -4.4218,  22,  130641.11 -  145505.74, ASD    ,      ,
6726.118   , 4.0e-03, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).4d      ,       4Po-4D       ,    5/2 - 3/2     , -2.3166,   3,   95532.15 -  110395.46, ASD    ,      ,
6727.07    , 4.0e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4D-4Do      ,    1/2 - 1/2     , -1.0550,  24,  181696.66 -  196557.87, ASD    ,      ,
6727.26    , 4.0e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4D-4Do      ,    3/2 - 5/2     , -1.0153,  24,  181711.03 -  196571.82, ASD    ,      ,
6727.48    , 4.0e-02, C III , E1,                 2p.3s-2p.3p                ,       3Po-3D       ,      0 - 1       , -0.6436,   3,  308216.58 -  323076.88, ASD    ,      ,
6729.      , 4.0e+00, O III , E1,        2s.2p2.(4P).4p-2s.2p2.(2D).3d       ,       3Do-3P       ,      3 - 2       ,        ,    ,  442718.00 -  457574.00, 039    ,      ,
6729.283   , 4.0e-03, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).4d      ,       4Po-4P       ,    3/2 - 1/2     , -1.8794,   3,   95493.69 -  110350.01, ASD    ,      ,
6731.04    , 4.0e-02, C III , E1,                 2p.3s-2p.3p                ,       3Po-3D       ,      1 - 2       , -0.2917,   3,  308248.91 -  323101.36, ASD    ,      ,
6731.07    , 4.0e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4D-4Do      ,    3/2 - 3/2     , -0.8159,  24,  181711.03 -  196563.41, ASD    ,      ,
6731.13    , 2.9e-01, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(2D).3s       ,       3Do-3D       ,      1 - 1       , -1.7303,   3,  379227.15 -  394079.40, 039    ,      ,
6733.322   , 4.0e-03, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).4d      ,       4Po-4P       ,    1/2 - 3/2     , -1.8796,   3,   95475.31 -  110322.72, ASD    ,      ,
6733.58    , 4.0e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4D-4Do      ,    3/2 - 1/2     , -1.0622,  24,  181711.03 -  196557.87, ASD    ,      ,
6734.00    , 4.0e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4D-4Do      ,    5/2 - 7/2     , -1.1537,  24,  181736.05 -  196581.96, ASD    ,      ,
6736.16    , 2.9e-01, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(2D).3s       ,       3Do-3D       ,      3 - 3       , -1.2889,   3,  379356.75 -  394197.90, 039    ,      ,
6738.      , 4.0e+00, O IV  , E1,           2p2.(3P).3s-2s.2p.(3Po).4d       ,        4P-4Do      ,    5/2 - 7/2     , -0.7528,   3,  577209.00 -  592046.00, ASD    ,      ,
6738.61    , 4.0e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4D-4Do      ,    5/2 - 5/2     , -0.4780,  24,  181736.05 -  196571.82, ASD    ,      ,
6739.29    , 2.9e-01, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(2D).3s       ,       3Do-3D       ,      2 - 2       , -1.5424,   3,  379293.03 -  394127.30, 039    ,      ,
6741.668   , 4.1e-03, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).4d      ,       4Po-4P       ,    3/2 - 3/2     , -2.3750,   3,   95493.69 -  110322.72, ASD    ,      ,
6742.15    , 4.1e-02, C III , E1,                 2p.3s-2p.3p                ,       3Po-3D       ,      1 - 1       , -0.7695,   3,  308248.91 -  323076.88, ASD    ,      ,
6742.43    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4D-4Do      ,    5/2 - 3/2     , -0.9110,  24,  181736.05 -  196563.41, ASD    ,      ,
6744.39    , 4.1e-02, C III , E1,                 2p.3s-2p.3p                ,       3Po-3D       ,      2 - 3       , -0.0215,   3,  308317.29 -  323140.33, ASD    ,      ,
6750.34    , 4.1e-02, Si II , E1,        3s.3p.(3Po).4s-3s.3p.(3Po).4p       ,       4Po-4D       ,    5/2 - 5/2     , -0.2123,   3,  117178.06 -  131988.05, ASD    ,      ,
6750.54    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4D-4Do      ,    7/2 - 7/2     , -0.1939,  24,  181772.41 -  196581.96, ASD    ,      ,
6751.92    , 2.9e-01, Si II , E1,        3s.3p.(3Po).4s-3s.3p.(3Po).4p       ,       4Po-4D       ,    3/2 - 1/2     , -0.9448,   3,  116978.38 -  131784.90, ASD    ,      ,
6752.025   , 4.1e-03, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).4d      ,       4Po-4P       ,    3/2 - 5/2     , -1.8474,   3,   95493.69 -  110299.97, ASD    ,      ,
6753.0     , 2.9e+00, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).3d     ,        3P-3Do      ,      2 - 1       ,        ,    ,   79375.80 -   94180.00, ASD    ,      ,
6753.0     , 2.9e+00, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).3d     ,        3P-3Do      ,      2 - 2       ,        ,    ,   79375.80 -   94180.00, ASD    ,      ,
6753.0     , 2.9e+00, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).3d     ,        3P-3Do      ,      2 - 3       ,        ,    ,   79375.80 -   94180.00, ASD    ,      ,
6755.16    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4D-4Do      ,    7/2 - 5/2     , -1.0009,  24,  181772.41 -  196571.82, ASD    ,      ,
6759.198   , 4.1e-03, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).4d      ,       4Po-4P       ,    5/2 - 3/2     , -1.8479,   3,   95532.15 -  110322.72, ASD    ,      ,
6759.9     , 2.9e+00, O I   , E1,      2s2.2p3.(2Po).3p-2s2.2p3.(2Po).4d     ,        1D-1Po      ,      2 - 1       ,        ,    ,  128594.92 -  143384.00, ASD    ,      ,
6761.12    , 2.9e-01, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(2D).3s       ,       3Do-3D       ,      2 - 1       , -2.2094,   3,  379293.03 -  394079.40, 039    ,      ,
6762.17    , 4.1e-02, C III , E1,                 2p.3s-2p.3p                ,       3Po-3D       ,      2 - 2       , -0.7708,   3,  308317.29 -  323101.36, ASD    ,      ,
6766.5     , 2.9e+00, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).3d     ,        3P-3Do      ,      1 - 1       ,        ,    ,   79405.30 -   94180.00, ASD    ,      ,
6766.5     , 2.9e+00, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).3d     ,        3P-3Do      ,      1 - 2       ,        ,    ,   79405.30 -   94180.00, ASD    ,      ,
6768.36    , 2.9e-01, O III , E1,       2s2.2p.(2Po).4d-2s.2p2.(2D).3s       ,       3Do-3D       ,      3 - 2       , -2.1940,   3,  379356.75 -  394127.30, 039    ,      ,
6769.610   , 4.1e-03, N I   , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).4d      ,       4Po-4P       ,    5/2 - 5/2     , -1.4806,   3,   95532.15 -  110299.97, ASD    ,      ,
6771.3     , 2.9e+00, O I   , E1,      2s2.2p3.(2Po).3p-2s2.2p3.(2Po).4d     ,        1D-1Do      ,      2 - 2       ,        ,    ,  128594.92 -  143359.00, ASD    ,      ,
6772.3     , 2.9e+00, S I   , E1,      3s2.3p3.(2Do).4p-3s2.3p3.(2Po).3d     ,        3P-3Do      ,      0 - 1       ,        ,    ,   79418.01 -   94180.00, ASD    ,      ,
6773.37    , 4.1e-02, O II  , E1,       2s2.2p2.(1D).4p-2s2.2p2.(1S).4s      ,       2Po-2S       ,    1/2 - 1/2     , -2.5336,   3,  267460.28 -  282219.90, ASD    ,      ,
6773.39    , 4.1e-02, C III , E1,                 2p.3s-2p.3p                ,       3Po-3D       ,      2 - 1       , -1.9476,   3,  308317.29 -  323076.88, ASD    ,      ,
6774.98    , 4.1e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        2P-2Do      ,    3/2 - 5/2     , -1.1413,   3,  233430.53 -  248186.64, ASD    ,      ,
6776.      , 4.1e+00, O IV  , E1,           2p2.(3P).3s-2s.2p.(3Po).4d       ,        4P-4Do      ,    5/2 - 5/2     , -1.4031,   3,  577209.00 -  591962.00, ASD    ,      ,
6776.63    , 4.1e-02, Si III, E1,                 3s.4d-3p.3d                ,        3D-3Po      ,      1 - 0       , -0.9128,   3,  201597.73 -  216350.26, ASD    ,      ,
6779.1     , 2.9e+00, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4p       ,       2Po-2D       ,    3/2 - 5/2     , -0.2404,  24,  202179.85 -  216927.00, ASD    ,      ,
6779.94    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    3/2 - 5/2     ,  0.0146,  24,  166990.73 -  181736.05, ASD    ,      ,
6780.59    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    1/2 - 3/2     , -0.3861,  24,  166967.13 -  181711.03, ASD    ,      ,
6783.91    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    5/2 - 7/2     ,  0.2912,  24,  167035.71 -  181772.41, ASD    ,      ,
6787.21    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    1/2 - 1/2     , -0.3897,  24,  166967.13 -  181696.66, ASD    ,      ,
6787.40    , 4.1e-02, O II  , E1,       2s2.2p2.(1D).4p-2s2.2p2.(1S).4s      ,       2Po-2S       ,    3/2 - 1/2     , -2.2335,   3,  267490.79 -  282219.90, ASD    ,      ,
6791.47    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    3/2 - 3/2     , -0.2861,  24,  166990.73 -  181711.03, ASD    ,      ,
6798.10    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    3/2 - 1/2     , -1.0947,  24,  166990.73 -  181696.66, ASD    ,      ,
6800.69    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    5/2 - 5/2     , -0.3636,  24,  167035.71 -  181736.05, ASD    ,      ,
6803.9     , 4.1e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Fo-4G       ,    9/2 - 11/2    ,  0.5469,   3,  338053.10 -  352746.50, ASD    ,      ,
6805.      , 4.1e+00, O IV  , E1,           2p2.(3P).3s-2s.2p.(3Po).4d       ,        4P-4Do      ,    5/2 - 3/2     , -2.3592,   3,  577209.00 -  591899.00, ASD    ,      ,
6805.03    , 4.1e-02, Si III, E1,                 3s.4d-3p.3d                ,        3D-3Po      ,      1 - 1       , -1.0396,   3,  201597.73 -  216288.69, ASD    ,      ,
6805.28    , 4.1e-02, Si III, E1,                 3s.4d-3p.3d                ,        3D-3Po      ,      2 - 1       , -0.5625,   3,  201598.28 -  216288.69, ASD    ,      ,
6808.3     , 4.1e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Fo-4G       ,    7/2 - 9/2     ,  0.4296,   3,  337750.70 -  352434.70, ASD    ,      ,
6808.31    , 4.1e-02, Si II , E1,        3s.3p.(3Po).4s-3s.3p.(3Po).4p       ,       4Po-4D       ,    5/2 - 3/2     , -1.1703,   3,  117178.06 -  131861.93, ASD    ,      ,
6809.98    , 3.3e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4p      ,       3Po-3S       ,      2 - 1       , -0.2574,   3,  188857.17 -  203537.46, 030    ,      ,
6810.477   , 4.1e-03, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        4F-4Do      ,    5/2 - 7/2     , -2.0477,   3,  231350.09 -  246029.30, ASD    ,      ,
6812.28    , 4.1e-02, C II  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       4Po-4D       ,    5/2 - 3/2     , -1.3223,  24,  167035.71 -  181711.03, ASD    ,      ,
6812.6     , 9.3e-01, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4p       ,        3D-3Po      ,      1 - 2       ,        ,    ,  247699.30 -  262373.89, 030    ,      ,
6817.9     , 9.3e-01, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4p       ,        3D-3Po      ,      2 - 2       ,        ,    ,  247710.70 -  262373.89, 030    ,      ,
6818.      , 4.1e+00, O IV  , E1,           2p2.(3P).3p-2p2.(3P).3d          ,       2Do-2F       ,    5/2 - 5/2     , -1.6893,  U3,  615431.00 -  630095.00, ASD    ,      ,
6818.      , 4.1e+00, O IV  , E1,           2p2.(3P).3p-2p2.(3P).3d          ,       2Do-2F       ,    5/2 - 7/2     , -0.3882,  U3,  615431.00 -  630095.00, ASD    ,      ,
6827.9     , 9.3e-01, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4p       ,        3D-3Po      ,      3 - 2       ,        ,    ,  247732.20 -  262373.89, 030    ,      ,
6828.12    , 4.2e-02, C I   , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).4d      ,        1P-1Do      ,      1 - 2       , -1.5522,   3,   68856.33 -   83497.62, ASD    ,      ,
6829.      , 9.4e+00, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4p       ,        3D-3Po      ,      1 - 1       ,        ,    ,  247699.30 -  262338.00, 030    ,      ,
6831.      , 4.2e+00, O IV  , E1,           2p2.(3P).3p-2p2.(3P).3d          ,       2Do-2F       ,    3/2 - 5/2     , -0.5440,  U3,  615460.00 -  630095.00, ASD    ,      ,
6834.09    , 3.3e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4p      ,       3Po-3S       ,      1 - 1       , -0.4808,   3,  188908.97 -  203537.46, 030    ,      ,
6835.      , 9.4e+00, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4p       ,        3D-3Po      ,      2 - 1       ,        ,    ,  247710.70 -  262338.00, 030    ,      ,
6844.098   , 4.2e-03, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        4F-4Do      ,    3/2 - 5/2     , -1.9037,   3,  231296.13 -  245903.22, ASD    ,      ,
6846.804   , 4.2e-03, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        4F-4Do      ,    7/2 - 7/2     , -0.7490,   3,  231427.97 -  246029.30, ASD    ,      ,
6847.23    , 3.3e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4p      ,       3Po-3S       ,      0 - 1       , -0.9587,   3,  188937.04 -  203537.46, 030    ,      ,
6847.5     , 4.2e-01, Mg III, E1, 2s2.2p5.(2Po<1/2>).4s-2s2.2p5.(2Po<3/2>).4p, 1/2[1/2]o-3/2[3/2] ,      0 - 1       ,        ,    ,  548034.40 -  562634.20, ASD    ,      ,
6850.94    , 4.2e-02, Si III, E1,                 3s.4d-3p.3d                ,        3D-3Po      ,      1 - 2       , -2.2186,   3,  201597.73 -  216190.24, ASD    ,      ,
6851.18    , 4.2e-02, C III , E1,                 2p.3p-2p.3d                ,        3D-3Do      ,      1 - 2       , -1.5730,   3,  323076.88 -  337668.89, ASD    ,      ,
6851.20    , 4.2e-02, Si III, E1,                 3s.4d-3p.3d                ,        3D-3Po      ,      2 - 2       , -1.0425,   3,  201598.28 -  216190.24, ASD    ,      ,
6851.76    , 4.2e-02, Si III, E1,                 3s.4d-3p.3d                ,        3D-3Po      ,      3 - 2       , -0.2944,   3,  201599.48 -  216190.24, ASD    ,      ,
6852.6     , 4.2e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Fo-4G       ,    5/2 - 7/2     ,  0.3027,   3,  337641.60 -  352230.60, ASD    ,      ,
6853.68    , 4.2e-02, C III , E1,                 2p.3p-2p.3d                ,        3D-3Do      ,      2 - 3       , -1.5574,   3,  323101.36 -  337688.04, ASD    ,      ,
6854.0     , 4.2e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Fo-4G       ,    3/2 - 5/2     ,  0.1757,   3,  337501.00 -  352086.90, ASD    ,      ,
6854.36    , 4.2e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        2F-2[3]o    ,    7/2 - 7/2     ,        ,    ,  156604.17 -  171189.39, ASD    ,      ,
6854.56    , 4.2e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        2F-2[3]o    ,    7/2 - 5/2     ,        ,    ,  156604.17 -  171188.98, ASD    ,      ,
6856.96    , 4.2e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        2P-2Do      ,    3/2 - 3/2     , -2.1008,   3,  233430.53 -  248010.23, ASD    ,      ,
6857.03    , 1.3e-01, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5So-5P       ,      2 - 1       , -0.2724,   3,  229837.46 -  244417.02, 030    ,      ,
6857.24    , 4.2e-02, C III , E1,                 2p.3p-2p.3d                ,        3D-3Do      ,      1 - 1       , -1.0963,   3,  323076.88 -  337655.98, ASD    ,      ,
6862.69    , 4.2e-02, C III , E1,                 2p.3p-2p.3d                ,        3D-3Do      ,      2 - 2       , -0.9082,   3,  323101.36 -  337668.89, ASD    ,      ,
6868.78    , 4.2e-02, C III , E1,                 2p.3p-2p.3d                ,        3D-3Do      ,      2 - 1       , -1.5741,   3,  323101.36 -  337655.98, ASD    ,      ,
6869.475   , 4.2e-03, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        4F-4Do      ,    5/2 - 5/2     , -0.6432,   3,  231350.09 -  245903.22, ASD    ,      ,
6869.58    , 1.3e-01, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5So-5P       ,      2 - 2       , -0.0514,   3,  229837.46 -  244390.38, 030    ,      ,
6872.04    , 4.2e-02, C III , E1,                 2p.3p-2p.3d                ,        3D-3Do      ,      3 - 3       , -0.6555,   3,  323140.33 -  337688.04, ASD    ,      ,
6876.5     , 4.2e-01, O IV  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       2Po-2P       ,    1/2 - 3/2     , -1.2733,   3,  452806.60 -  467344.90, ASD    ,      ,
6879.71    , 4.2e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(1D).3d      ,       2So-2P       ,    1/2 - 3/2     , -1.2538,  22,  125485.29 -  140016.77, ASD    ,      ,
6881.10    , 4.2e-02, C III , E1,                 2p.3p-2p.3d                ,        3D-3Do      ,      3 - 2       , -1.5591,   3,  323140.33 -  337668.89, ASD    ,      ,
6884.881   , 3.0e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        4F-4Do      ,    3/2 - 3/2     , -0.7602,   3,  231296.13 -  245816.70, ASD    ,      ,
6887.83    , 1.3e-01, N II  , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       5So-5P       ,      2 - 3       ,  0.0936,   3,  229837.46 -  244351.81, 030    ,      ,
6895.102   , 4.2e-03, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        4F-4Do      ,    9/2 - 7/2     ,  0.1899,   3,  231530.25 -  246029.30, ASD    ,      ,
6897.3     , 4.2e-01, N III , E1,        2s.2p.(3Po).4d-2p2.(3P).3s          ,       4Po-4P       ,    5/2 - 5/2     , -2.7849,   3,  386237.70 -  400732.20, ASD    ,      ,
6904.2     , 4.2e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Fo-4G       ,    7/2 - 7/2     , -0.5019,   3,  337750.70 -  352230.60, ASD    ,      ,
6906.436   , 4.3e-03, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        4F-4Do      ,    7/2 - 5/2     ,  0.0254,   3,  231427.97 -  245903.22, ASD    ,      ,
6907.873   , 3.0e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        4F-4Do      ,    3/2 - 1/2     , -0.3637,   3,  231296.13 -  245768.37, ASD    ,      ,
6910.562   , 3.0e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        4F-4Do      ,    5/2 - 3/2     , -0.1598,   3,  231350.09 -  245816.70, ASD    ,      ,
6911.03    , 4.3e-02, O II  , E1,       2s2.2p2.(3P).3d-2s2.2p2.(3P).4p      ,        2P-2Do      ,    1/2 - 3/2     , -1.4052,   3,  233544.59 -  248010.23, ASD    ,      ,
6920.8     , 4.3e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Fo-4G       ,    5/2 - 5/2     , -0.6224,   3,  337641.60 -  352086.90, ASD    ,      ,
6921.36    , 4.3e-02, O II  , E1,       2s2.2p2.(1D).3d-2s2.2p2.(1D).4p      ,        2D-2Po      ,    3/2 - 3/2     , -1.3132,   3,  253046.74 -  267490.79, ASD    ,      ,
6922.35    , 4.3e-02, O II  , E1,       2s2.2p2.(1D).3d-2s2.2p2.(1D).4p      ,        2D-2Po      ,    5/2 - 3/2     , -0.3591,   3,  253048.82 -  267490.79, ASD    ,      ,
6922.6     , 4.3e-01, N III , E1,        2s.2p.(1Po).3p-2s.2p.(3Po).4d       ,        2D-2Fo      ,    5/2 - 7/2     ,        ,    ,  373375.70 -  387817.20, ASD    ,      ,
6923.1     , 4.3e-01, N III , E1,        2s.2p.(3Po).4d-2p2.(3P).3s          ,       4Po-4P       ,    3/2 - 5/2     , -3.1545,   3,  386291.80 -  400732.20, ASD    ,      ,
6927.26    , 4.3e-02, C I   , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).4d      ,        3D-3Po      ,      1 - 0       , -3.1737,   3,   69689.48 -   84121.22, ASD    ,      ,
6929.72    , 4.3e-02, C I   , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).4d      ,        3D-3Po      ,      1 - 1       , -3.2988,   3,   69689.48 -   84116.09, ASD    ,      ,
6931.6     , 4.3e-01, O IV  , E1,        2s.2p.(3Po).3s-2s.2p.(3Po).3p       ,       2Po-2P       ,    1/2 - 1/2     , -0.9758,   3,  452806.60 -  467229.30, ASD    ,      ,
6935.      , 9.7e+00, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4p       ,        3P-3Do      ,      2 - 3       ,        ,    ,  246835.20 -  261250.00, 030    ,      ,
6935.97    , 4.3e-02, C I   , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).4d      ,        3D-3Po      ,      1 - 2       , -4.4753,   3,   69689.48 -   84103.10, ASD    ,      ,
6936.01    , 4.3e-02, O II  , E1,       2s2.2p2.(1D).3d-2s2.2p2.(1D).4p      ,        2D-2Po      ,    3/2 - 1/2     , -0.6152,   3,  253046.74 -  267460.28, ASD    ,      ,
6939.8     , 4.3e-01, N III , E1,        2s.2p.(3Po).4p-2s.2p.(3Po).4d       ,        2P-2Po      ,    1/2 - 1/2     ,        ,    ,  374746.40 -  389152.00, ASD    ,      ,
6939.91    , 4.3e-02, C I   , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).4d      ,        3D-3Po      ,      2 - 1       , -2.8223,   3,   69710.66 -   84116.09, ASD    ,      ,
6940.73    , 4.3e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        2F-2[4]o    ,    7/2 - 7/2     ,        ,    ,  156604.17 -  171007.91, ASD    ,      ,
6941.75    , 3.4e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4p      ,       3Po-3P       ,      2 - 2       , -0.9690,   3,  188857.17 -  203258.78, 030    ,      ,
6944.8     , 4.3e-01, N III , E1,        2s.2p.(3Po).4d-2p2.(3P).3s          ,       4Po-4P       ,    5/2 - 3/2     , -3.1558,   3,  386237.70 -  400632.90, ASD    ,      ,
6946.18    , 4.3e-02, C I   , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).4d      ,        3D-3Po      ,      2 - 2       , -3.2998,   3,   69710.66 -   84103.10, ASD    ,      ,
6951.4     , 4.3e-01, S IV  , E1,        3s.3p.(3Po).4d-3s.3p.(3Po).4f       ,       4Fo-4G       ,    9/2 - 9/2     , -0.6208,   3,  338053.10 -  352434.70, ASD    ,      ,
6957.3     , 4.3e-01, N III , E1,        2s.2p.(1Po).3p-2s.2p.(3Po).4d       ,        2D-2Fo      ,    3/2 - 5/2     ,        ,    ,  373346.10 -  387715.60, ASD    ,      ,
6957.93    , 4.3e-02, S II  , E1,       3s2.3p2.(3P).3d-3s2.3p2.(3P).4p      ,        4D-4Do      ,    5/2 - 7/2     , -1.4799,  22,  114231.04 -  128599.16, ASD    ,      ,
6961.04    , 4.3e-02, S II  , E1,       3s2.3p2.(3P).4d-3s2.3p2.(1D<2>).4f   ,        2F-2[4]o    ,    7/2 - 9/2     ,        ,    ,  156604.17 -  170965.87, ASD    ,      ,
6962.01    , 4.3e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(1D).3d      ,       2So-2P       ,    1/2 - 1/2     , -1.4979,  22,  125485.29 -  139844.99, ASD    ,      ,
6962.32    , 4.3e-02, C I   , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).4d      ,        3D-3Po      ,      3 - 2       , -2.5527,   3,   69744.03 -   84103.10, ASD    ,      ,
6966.81    , 3.4e-02, N II  , E1,       2s2.2p.(2Po).3d-2s2.2p.(2Po).4p      ,       3Po-3P       ,      1 - 2       , -1.4477,   3,  188908.97 -  203258.78, 030    ,      ,
6968.1     , 4.3e-01, N III , E1,        2s.2p.(3Po).4p-2s.2p.(3Po).4d       ,        2P-2Po      ,    3/2 - 1/2     ,        ,    ,  374804.80 -  389152.00, ASD    ,      ,
6971.0     , 4.3e-01, N III , E1,        2s.2p.(3Po).4d-2p2.(3P).3s          ,       4Po-4P       ,    3/2 - 3/2     , -3.6857,   3,  386291.80 -  400632.90, ASD    ,      ,
